loss,accuracy,val_loss,val_accuracy,lr,epoch
3.9276695251464844,0.0626540407538414,5.756768226623535,0.03396226465702057,0.001,0
3.5188350677490234,0.09741859883069992,5.748592853546143,0.049056604504585266,0.001,1
3.332082986831665,0.11246594786643982,3.2604918479919434,0.07924528419971466,0.001,2
3.1172072887420654,0.14489558339118958,2.8062620162963867,0.19622641801834106,0.001,3
2.9829370975494385,0.16539110243320465,3.1212007999420166,0.16603773832321167,0.001,4
2.8417375087738037,0.1965235471725464,3.3060686588287354,0.1622641533613205,0.001,5
2.7263524532318115,0.2248021811246872,3.6587374210357666,0.12452830374240875,0.001,6
2.6488265991210938,0.25502657890319824,2.7007248401641846,0.23773585259914398,0.001,7
2.5331761837005615,0.2923855185508728,2.1422011852264404,0.4415094256401062,0.001,8
2.420820713043213,0.34569981694221497,2.055785655975342,0.43018868565559387,0.001,9
2.2957684993743896,0.3934362530708313,3.212662935256958,0.1924528330564499,0.001,10
2.228642225265503,0.421455442905426,1.800207495689392,0.5207546949386597,0.001,11
2.1176939010620117,0.4582954943180084,2.2066516876220703,0.4150943458080292,0.001,12
2.0607750415802,0.46763524413108826,1.956288456916809,0.44528302550315857,0.001,13
1.9763009548187256,0.49487611651420593,1.8211675882339478,0.5471698045730591,0.001,14
1.9495278596878052,0.5043455958366394,1.5165555477142334,0.6226415038108826,0.001,15
1.911263108253479,0.5060319304466248,1.3126310110092163,0.6830188632011414,0.001,16
1.8957500457763672,0.5200415253639221,1.9511919021606445,0.498113214969635,0.001,17
1.8338303565979004,0.5410559177398682,1.5125402212142944,0.5886792540550232,0.001,18
1.8575319051742554,0.5295109748840332,1.563180685043335,0.6113207340240479,0.001,19
1.78599214553833,0.5479310154914856,1.2084197998046875,0.6943396329879761,0.001,20
1.7788830995559692,0.5599948167800903,2.1104800701141357,0.5207546949386597,0.001,21
1.7312506437301636,0.5681670904159546,1.3677724599838257,0.649056613445282,0.001,22
1.7333868741989136,0.56271892786026,1.2626057863235474,0.6792452931404114,0.001,23
1.692129373550415,0.5767285227775574,2.084510087966919,0.5169811248779297,0.001,24
1.6781225204467773,0.5843818783760071,1.261093258857727,0.6830188632011414,0.001,25
1.5438528060913086,0.6187573075294495,1.0636184215545654,0.7433962225914001,0.0005,26
1.4911147356033325,0.6188870072364807,1.0949487686157227,0.7283018827438354,0.0005,27
1.4772746562957764,0.628486156463623,1.698738694190979,0.6113207340240479,0.0005,28
1.4542063474655151,0.632248044013977,1.0406200885772705,0.7698113322257996,0.0005,29
1.4446049928665161,0.6338046193122864,1.148760437965393,0.698113203048706,0.0005,30
1.4124373197555542,0.6447010040283203,1.1040116548538208,0.7584905624389648,0.0005,31
1.4136704206466675,0.6469061970710754,0.9351061582565308,0.845283031463623,0.0005,32
1.386903166770935,0.6575431227684021,0.9273013472557068,0.8264151215553284,0.0005,33
1.369619607925415,0.6649370789527893,1.0999586582183838,0.7358490824699402,0.0005,34
1.3450839519500732,0.6692178249359131,0.8616201877593994,0.8415094614028931,0.0005,35
1.3379284143447876,0.6707744002342224,0.8484357595443726,0.8377358317375183,0.0005,36
1.323233723640442,0.6782981157302856,0.8511022925376892,0.8377358317375183,0.0005,37
1.312692403793335,0.6841354370117188,0.9979822635650635,0.8150943517684937,0.0005,38
1.3047266006469727,0.6849137544631958,0.9231072068214417,0.8377358317375183,0.0005,39
1.2862772941589355,0.6943832039833069,0.9667711853981018,0.796226441860199,0.0005,40
1.2582108974456787,0.6997016668319702,0.7830370664596558,0.8377358317375183,0.0005,41
1.272447109222412,0.6980153322219849,0.8881252408027649,0.8415094614028931,0.0005,42
1.225969672203064,0.7165650725364685,0.7575856447219849,0.8830188512802124,0.0005,43
1.2112065553665161,0.7211052179336548,0.7167129516601562,0.9018868207931519,0.0005,44
1.1926980018615723,0.7247373461723328,0.7488188147544861,0.8641509413719177,0.0005,45
1.1760040521621704,0.7243481874465942,0.7221589684486389,0.8754717111587524,0.0005,46
1.1654052734375,0.732001543045044,0.673043966293335,0.8981131911277771,0.0005,47
1.1435970067977905,0.7453625798225403,0.7603679895401001,0.8943396210670471,0.0005,48
1.1272637844085693,0.7460111379623413,0.839789867401123,0.8792452812194824,0.0005,49
1.1153172254562378,0.749513566493988,0.6801506280899048,0.8905660510063171,0.0005,50
1.08780837059021,0.7582046985626221,0.6450445652008057,0.9169811606407166,0.0005,51
1.1040773391723633,0.7519782185554504,0.6397892236709595,0.9018868207931519,0.0005,52
1.098483920097351,0.7571669220924377,0.5810773372650146,0.9358490705490112,0.0005,53
1.0977894067764282,0.7578155398368835,0.5716443061828613,0.9396226406097412,0.0005,54
1.0988668203353882,0.7636528611183167,0.6416430473327637,0.9056603908538818,0.0005,55
1.0588947534561157,0.7701388001441956,0.5737518668174744,0.9320755004882812,0.0005,56
1.0463283061981201,0.7761058211326599,0.546686053276062,0.9358490705490112,0.0005,57
1.0353561639785767,0.7735114693641663,0.5185646414756775,0.9433962106704712,0.0005,58
1.022028923034668,0.7871319055557251,0.5897961854934692,0.9358490705490112,0.0005,59
1.0077650547027588,0.7902451753616333,0.5664692521095276,0.9283018708229065,0.0005,60
1.0147513151168823,0.788558840751648,0.6248829960823059,0.9056603908538818,0.0005,61
1.0119457244873047,0.7850564122200012,0.6300101280212402,0.9283018708229065,0.0005,62
1.014663815498352,0.7918018102645874,0.7045377492904663,0.9169811606407166,0.0005,63
0.9371169805526733,0.8117784261703491,0.5354446172714233,0.9358490705490112,0.00025,64
0.8980079293251038,0.8239719867706299,0.5830853581428528,0.9396226406097412,0.00025,65
0.8812494277954102,0.8215073347091675,0.553084671497345,0.947169840335846,0.00025,66
0.8728511333465576,0.8272149562835693,0.5887118577957153,0.9396226406097412,0.00025,67
0.8797252774238586,0.8178752064704895,0.49578776955604553,0.9396226406097412,0.00025,68
0.8365533351898193,0.8311064839363098,0.5043650269508362,0.9320755004882812,0.00025,69
